city,city_code,province,tier_group,tier_label,year,ntl_value,ntl_index,gdp_value,gdp_index,population_value,population_index
商丘市,"411000000000",河南省,T3,Third-tier Cities,"2020",11602,349.88,28865882,191.94,0,0
商丘市,"411000000000",河南省,T3,Third-tier Cities,"2021",13385,403.65,30409509,202.21,1012,108.34
商丘市,"411000000000",河南省,T3,Third-tier Cities,"2022",12360,372.74,30552922,203.16,1014,108.55
商洛市,"611000000000",陕西省,T3,Third-tier Cities,"2012",421,100,3872100,100,248.8,100
商洛市,"611000000000",陕西省,T3,Third-tier Cities,"2013",705,167.46,4684800,120.99,250.6,100.72
商洛市,"611000000000",陕西省,T3,Third-tier Cities,"2014",633,150.36,5259000,135.82,251.7,101.17
商洛市,"611000000000",陕西省,T3,Third-tier Cities,"2015",533,126.6,5610000,144.88,251.01,100.89
商洛市,"611000000000",陕西省,T3,Third-tier Cities,"2016",470,111.64,6210700,160.4,253,101.69
商洛市,"611000000000",陕西省,T3,Third-tier Cities,"2017",949,225.42,6775300,174.98,253,101.69
商洛市,"611000000000",陕西省,T3,Third-tier Cities,"2018",1016,241.33,7753300,200.24,251,100.88
商洛市,"611000000000",陕西省,T3,Third-tier Cities,"2019",1112,264.13,8320100,214.87,250,100.48
商洛市,"611000000000",陕西省,T3,Third-tier Cities,"2020",1283,304.75,7412900,191.44,0,0
商洛市,"611000000000",陕西省,T3,Third-tier Cities,"2021",1309,310.93,8500100,219.52,249,100.08
商洛市,"611000000000",陕西省,T3,Third-tier Cities,"2022",1555,369.36,7953400,205.4,248,99.68
喀什地区,"653000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2012",4399,100,,,,
喀什地区,"653000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2013",4522,102.8,,,,
喀什地区,"653000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2014",4691,106.64,,,,
喀什地区,"653000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2015",5080,115.48,,,,
喀什地区,"653000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2016",5234,118.98,,,,
喀什地区,"653000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2017",5800,131.85,,,,
喀什地区,"653000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2018",4961,112.78,,,,
喀什地区,"653000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2019",6228,141.58,,,,
喀什地区,"653000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2020",6917,157.24,,,,
喀什地区,"653000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2021",7444,169.22,,,,
喀什地区,"653000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2022",8325,189.25,,,,
嘉兴市,"330000000000",浙江省,T3,Third-tier Cities,"2012",4365,100,29096500,100,344.5,100
嘉兴市,"330000000000",浙江省,T3,Third-tier Cities,"2013",7349,168.36,32343400,111.16,345.9,100.41
嘉兴市,"330000000000",浙江省,T3,Third-tier Cities,"2014",7511,172.07,34939700,120.08,348.1,101.04
嘉兴市,"330000000000",浙江省,T3,Third-tier Cities,"2015",8435,193.24,36966200,127.05,349.48,101.45
嘉兴市,"330000000000",浙江省,T3,Third-tier Cities,"2016",10116,231.75,39790400,136.75,352,102.18
嘉兴市,"330000000000",浙江省,T3,Third-tier Cities,"2017",10943,250.7,45002600,154.67,356,103.34
嘉兴市,"330000000000",浙江省,T3,Third-tier Cities,"2018",12516,286.74,50183800,172.47,360,104.5
嘉兴市,"330000000000",浙江省,T3,Third-tier Cities,"2019",14085,322.68,54235800,186.4,364,105.66
嘉兴市,"330000000000",浙江省,T3,Third-tier Cities,"2020",15943,365.25,55635800,191.21,0,0
嘉兴市,"330000000000",浙江省,T3,Third-tier Cities,"2021",18663,427.56,63883800,219.56,372,107.98
嘉兴市,"330000000000",浙江省,T3,Third-tier Cities,"2022",20309,465.27,67493900,231.97,375,108.85
嘉峪关市,"620000000000",甘肃省,T3,Third-tier Cities,"2012",6214,100,2691459.6,100,19.8,100
嘉峪关市,"620000000000",甘肃省,T3,Third-tier Cities,"2013",4664,75.06,2262175,84.05,20,101.01
嘉峪关市,"620000000000",甘肃省,T3,Third-tier Cities,"2014",4547,73.17,2306881,85.71,24.1,121.72
嘉峪关市,"620000000000",甘肃省,T3,Third-tier Cities,"2015",4482,72.13,1900442,70.61,20.25,102.27
嘉峪关市,"620000000000",甘肃省,T3,Third-tier Cities,"2016",4462,71.81,1534088,57,21,106.06
嘉峪关市,"620000000000",甘肃省,T3,Third-tier Cities,"2017",4414,71.03,2098721.47,77.98,21,106.06
嘉峪关市,"620000000000",甘肃省,T3,Third-tier Cities,"2018",4709,75.78,2996199.94,111.32,21,106.06
嘉峪关市,"620000000000",甘肃省,T3,Third-tier Cities,"2019",4593,73.91,2834099,105.3,21,106.06
嘉峪关市,"620000000000",甘肃省,T3,Third-tier Cities,"2020",4712,75.83,2816003.35,104.63,0,0
嘉峪关市,"620000000000",甘肃省,T3,Third-tier Cities,"2021",5168,83.17,3265083.41,121.31,21,106.06
嘉峪关市,"620000000000",甘肃省,T3,Third-tier Cities,"2022",5754,92.6,3625714,134.71,21,106.06
四平市,"220000000000",吉林省,T3,Third-tier Cities,"2012",4091,100,6340700,100,336.3,100
四平市,"220000000000",吉林省,T3,Third-tier Cities,"2013",4295,104.99,6642800,104.76,328.4,97.65
四平市,"220000000000",吉林省,T3,Third-tier Cities,"2014",4543,111.05,6791000,107.1,328.1,97.56
四平市,"220000000000",吉林省,T3,Third-tier Cities,"2015",4554,111.32,6816000,107.5,326.41,97.06
四平市,"220000000000",吉林省,T3,Third-tier Cities,"2016",4014,98.12,6876700,108.45,324,96.34
四平市,"220000000000",吉林省,T3,Third-tier Cities,"2017",4958,121.19,7136400,112.55,320,95.15
四平市,"220000000000",吉林省,T3,Third-tier Cities,"2018",4627,113.1,7367900,116.2,319,94.86
四平市,"220000000000",吉林省,T3,Third-tier Cities,"2019",5009,122.44,7958800,125.52,318,94.56
四平市,"220000000000",吉林省,T3,Third-tier Cities,"2020",4391,107.33,5236800,82.59,0,0
四平市,"220000000000",吉林省,T3,Third-tier Cities,"2021",4909,120,5510200,86.9,209,62.15
四平市,"220000000000",吉林省,T3,Third-tier Cities,"2022",4997,122.15,5817100,91.74,209,62.15
固原市,"640000000000",宁夏回族自治区,T3,Third-tier Cities,"2012",2482,100,1584500,100,154.2,100
固原市,"640000000000",宁夏回族自治区,T3,Third-tier Cities,"2013",2698,108.7,1845843.4,116.49,154.2,100
固原市,"640000000000",宁夏回族自治区,T3,Third-tier Cities,"2014",2712,109.27,2010290.02,126.87,153.3,99.42
固原市,"640000000000",宁夏回族自治区,T3,Third-tier Cities,"2015",2411,97.14,2173180.88,137.15,149.77,97.13
固原市,"640000000000",宁夏回族自治区,T3,Third-tier Cities,"2016",2586,104.19,2398058.32,151.34,150,97.28
固原市,"640000000000",宁夏回族自治区,T3,Third-tier Cities,"2017",3603,145.17,2700952,170.46,151,97.92
固原市,"640000000000",宁夏回族自治区,T3,Third-tier Cities,"2018",4486,180.74,3031944,191.35,151,97.92
固原市,"640000000000",宁夏回族自治区,T3,Third-tier Cities,"2019",4420,178.08,3226589,203.63,147,95.33
固原市,"640000000000",宁夏回族自治区,T3,Third-tier Cities,"2020",4086,164.63,3524627,222.44,0,0
固原市,"640000000000",宁夏回族自治区,T3,Third-tier Cities,"2021",4694,189.12,3751255,236.75,146,94.68
固原市,"640000000000",宁夏回族自治区,T3,Third-tier Cities,"2022",4704,189.52,4096800,258.55,146,94.68
塔城地区,"654000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2012",600,100,,,,
塔城地区,"654000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2013",791,131.83,,,,
塔城地区,"654000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2014",1112,185.33,,,,
塔城地区,"654000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2015",935,155.83,,,,
塔城地区,"654000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2016",1583,263.83,,,,
塔城地区,"654000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2017",1566,261,,,,
塔城地区,"654000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2018",1279,213.17,,,,
塔城地区,"654000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2019",1347,224.5,,,,
塔城地区,"654000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2020",1440,240,,,,
塔城地区,"654000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2021",2200,366.67,,,,
塔城地区,"654000000000",新疆维吾尔自治区,T3,Third-tier Cities,"2022",3411,568.5,,,,
大兴安岭地区,"233000000000",黑龙江省,T3,Third-tier Cities,"2012",440,100,,,,
大兴安岭地区,"233000000000",黑龙江省,T3,Third-tier Cities,"2013",261,59.32,,,,
大兴安岭地区,"233000000000",黑龙江省,T3,Third-tier Cities,"2014",298,67.73,,,,
大兴安岭地区,"233000000000",黑龙江省,T3,Third-tier Cities,"2015",199,45.23,,,,
大兴安岭地区,"233000000000",黑龙江省,T3,Third-tier Cities,"2016",282,64.09,,,,
大兴安岭地区,"233000000000",黑龙江省,T3,Third-tier Cities,"2017",304,69.09,,,,
大兴安岭地区,"233000000000",黑龙江省,T3,Third-tier Cities,"2018",304,69.09,,,,
大兴安岭地区,"233000000000",黑龙江省,T3,Third-tier Cities,"2019",400,90.91,,,,
大兴安岭地区,"233000000000",黑龙江省,T3,Third-tier Cities,"2020",274,62.27,,,,
大兴安岭地区,"233000000000",黑龙江省,T3,Third-tier Cities,"2021",320,72.73,,,,
大兴安岭地区,"233000000000",黑龙江省,T3,Third-tier Cities,"2022",355,80.68,,,,
大同市,"140000000000",山西省,T3,Third-tier Cities,"2012",12744,100,8743000,100,319.4,100
大同市,"140000000000",山西省,T3,Third-tier Cities,"2013",11280,88.51,9193000,105.15,337.5,105.67
大同市,"140000000000",山西省,T3,Third-tier Cities,"2014",11120,87.26,9411000,107.64,339.2,106.2
大同市,"140000000000",山西省,T3,Third-tier Cities,"2015",9912,77.78,9849800,112.66,316.22,99
大同市,"140000000000",山西省,T3,Third-tier Cities,"2016",11699,91.8,9501000,108.67,318,99.56
大同市,"140000000000",山西省,T3,Third-tier Cities,"2017",12965,101.73,11020600,126.05,318,99.56
大同市,"140000000000",山西省,T3,Third-tier Cities,"2018",12615,98.99,12251700,140.13,318,99.56
大同市,"140000000000",山西省,T3,Third-tier Cities,"2019",15586,122.3,13041000,149.16,318,99.56
大同市,"140000000000",山西省,T3,Third-tier Cities,"2020",16277,127.72,13780000,157.61,0,0
大同市,"140000000000",山西省,T3,Third-tier Cities,"2021",15307,120.11,16521000,188.96,316,98.94
大同市,"140000000000",山西省,T3,Third-tier Cities,"2022",15945,125.12,17909000,204.84,316,98.94
大庆市,"231000000000",黑龙江省,T3,Third-tier Cities,"2012",18255,100,40010700,100,281.6,100
大庆市,"231000000000",黑龙江省,T3,Third-tier Cities,"2013",15039,82.38,41000500,102.47,282.6,100.36
大庆市,"231000000000",黑龙江省,T3,Third-tier Cities,"2014",13869,75.97,40775100,101.91,276,98.01
大庆市,"231000000000",黑龙江省,T3,Third-tier Cities,"2015",11651,63.82,23018300,57.53,275.48,97.83
大庆市,"231000000000",黑龙江省,T3,Third-tier Cities,"2016",13019,71.32,20805000,52,276,98.01
大庆市,"231000000000",黑龙江省,T3,Third-tier Cities,"2017",13183,72.22,22340900,55.84,273,96.95
大庆市,"231000000000",黑龙江省,T3,Third-tier Cities,"2018",13574,74.36,25026400,62.55,273,96.95
大庆市,"231000000000",黑龙江省,T3,Third-tier Cities,"2019",13361,73.19,25403400,63.49,272,96.59
大庆市,"231000000000",黑龙江省,T3,Third-tier Cities,"2020",12301,67.38,22482700,56.19,0,0
大庆市,"231000000000",黑龙江省,T3,Third-tier Cities,"2021",12354,67.67,26000900,64.98,272,96.59
大庆市,"231000000000",黑龙江省,T3,Third-tier Cities,"2022",11848,64.9,29584000,73.94,263,93.39
大理白族自治州,"533000000000",云南省,T3,Third-tier Cities,"2012",3662,100,,,,
大理白族自治州,"533000000000",云南省,T3,Third-tier Cities,"2013",4636,126.6,,,,
大理白族自治州,"533000000000",云南省,T3,Third-tier Cities,"2014",4656,127.14,,,,
大理白族自治州,"533000000000",云南省,T3,Third-tier Cities,"2015",4492,122.67,,,,
大理白族自治州,"533000000000",云南省,T3,Third-tier Cities,"2016",4273,116.68,,,,
大理白族自治州,"533000000000",云南省,T3,Third-tier Cities,"2017",4712,128.67,,,,
大理白族自治州,"533000000000",云南省,T3,Third-tier Cities,"2018",4993,136.35,,,,
大理白族自治州,"533000000000",云南省,T3,Third-tier Cities,"2019",5325,145.41,,,,
大理白族自治州,"533000000000",云南省,T3,Third-tier Cities,"2020",4909,134.05,,,,
大理白族自治州,"533000000000",云南省,T3,Third-tier Cities,"2021",5435,148.42,,,,
大理白族自治州,"533000000000",云南省,T3,Third-tier Cities,"2022",5130,140.09,,,,
大连市,"210000000000",辽宁省,T2,Second-tier Cities,"2012",13313,100,45049000,100,590.3,100
大连市,"210000000000",辽宁省,T2,Second-tier Cities,"2013",13071,98.18,49032000,108.84,591.5,100.2
大连市,"210000000000",辽宁省,T2,Second-tier Cities,"2014",13614,102.26,51819000,115.03,594.3,100.68
大连市,"210000000000",辽宁省,T2,Second-tier Cities,"2015",13980,105.01,54001000,119.87,593.56,100.55
大连市,"210000000000",辽宁省,T2,Second-tier Cities,"2016",14704,110.45,56480000,125.37,596,100.97
大连市,"210000000000",辽宁省,T2,Second-tier Cities,"2017",15320,115.08,60522000,134.35,595,100.8
大连市,"210000000000",辽宁省,T2,Second-tier Cities,"2018",15603,117.2,65009000,144.31,595,100.8
大连市,"210000000000",辽宁省,T2,Second-tier Cities,"2019",16131,121.17,69900000,155.16,599,101.47
大连市,"210000000000",辽宁省,T2,Second-tier Cities,"2020",15785,118.57,70004000,155.4,0,0
大连市,"210000000000",辽宁省,T2,Second-tier Cities,"2021",17047,128.05,78256000,173.71,604,102.32
大连市,"210000000000",辽宁省,T2,Second-tier Cities,"2022",16595,124.65,83999000,186.46,609,103.17
天水市,"621000000000",甘肃省,T3,Third-tier Cities,"2012",935,100,3869500,100,375.7,100
天水市,"621000000000",甘肃省,T3,Third-tier Cities,"2013",2014,215.4,4259800,110.09,378,100.61
天水市,"621000000000",甘肃省,T3,Third-tier Cities,"2014",2153,230.27,4617400,119.33,364.5,97.02
天水市,"621000000000",甘肃省,T3,Third-tier Cities,"2015",1877,200.75,4699200,121.44,367.17,97.73
天水市,"621000000000",甘肃省,T3,Third-tier Cities,"2016",2028,216.9,5167100,133.53,371,98.75
天水市,"621000000000",甘肃省,T3,Third-tier Cities,"2017",2498,267.17,5398000,139.5,371,98.75
天水市,"621000000000",甘肃省,T3,Third-tier Cities,"2018",2750,294.12,5725500,147.96,372,99.02
天水市,"621000000000",甘肃省,T3,Third-tier Cities,"2019",2845,304.28,6326700,163.5,372,99.02
天水市,"621000000000",甘肃省,T3,Third-tier Cities,"2020",2764,295.61,6643100,171.68,0,0
天水市,"621000000000",甘肃省,T3,Third-tier Cities,"2021",3184,340.53,7487700,193.51,372,99.02
天水市,"621000000000",甘肃省,T3,Third-tier Cities,"2022",2985,319.25,8138800,210.33,371,98.75
天津市,"120000000000",天津市,T3,Third-tier Cities,"2012",28976,100,90430200,100,993.2,100
天津市,"120000000000",天津市,T3,Third-tier Cities,"2013",30666,105.83,99454000,109.98,1004,101.09
天津市,"120000000000",天津市,T3,Third-tier Cities,"2014",30861,106.51,106406200,117.67,1016.7,102.37
天津市,"120000000000",天津市,T3,Third-tier Cities,"2015",30377,104.84,108795100,120.31,1026.9,103.39
天津市,"120000000000",天津市,T3,Third-tier Cities,"2016",31934,110.21,114772000,126.92,1044,105.11
天津市,"120000000000",天津市,T3,Third-tier Cities,"2017",34034,117.46,124505600,137.68,1050,105.72
天津市,"120000000000",天津市,T3,Third-tier Cities,"2018",34988,120.75,133629200,147.77,1082,108.94
天津市,"120000000000",天津市,T3,Third-tier Cities,"2019",37063,127.91,140554600,155.43,1108,111.56
天津市,"120000000000",天津市,T3,Third-tier Cities,"2020",38370,132.42,140079900,154.9,0,0
天津市,"120000000000",天津市,T3,Third-tier Cities,"2021",42325,146.07,156850500,173.45,1152,115.99
天津市,"120000000000",天津市,T3,Third-tier Cities,"2022",44321,152.96,161321600,178.39,1161,116.89
太原市,"140000000000",山西省,T2,Second-tier Cities,"2012",24065,100,22650700,100,365.8,100
太原市,"140000000000",山西省,T2,Second-tier Cities,"2013",20748,86.22,23685400,104.57,367.5,100.46
太原市,"140000000000",山西省,T2,Second-tier Cities,"2014",23486,97.59,24662500,108.88,369.7,101.07
太原市,"140000000000",山西省,T2,Second-tier Cities,"2015",23803,98.91,26637600,117.6,367.39,100.43
太原市,"140000000000",山西省,T2,Second-tier Cities,"2016",25960,107.87,27445100,121.17,370,101.15
太原市,"140000000000",山西省,T2,Second-tier Cities,"2017",31023,128.91,32873400,145.13,369,100.87
太原市,"140000000000",山西省,T2,Second-tier Cities,"2018",30679,127.48,37452300,165.35,377,103.06
太原市,"140000000000",山西省,T2,Second-tier Cities,"2019",34053,141.5,40028300,176.72,384,104.98
太原市,"140000000000",山西省,T2,Second-tier Cities,"2020",34251,142.33,42224100,186.41,0,0
太原市,"140000000000",山西省,T2,Second-tier Cities,"2021",39431,163.85,50950900,224.94,395,107.98
太原市,"140000000000",山西省,T2,Second-tier Cities,"2022",39533,164.28,54227200,239.41,400,109.35
威海市,"371000000000",山东省,T3,Third-tier Cities,"2012",6978,100,18919600,100,253.6,100
威海市,"371000000000",山东省,T3,Third-tier Cities,"2013",5538,79.36,20410800,107.88,253.8,100.08
威海市,"371000000000",山东省,T3,Third-tier Cities,"2014",5599,80.24,22441300,118.61,254.8,100.47
威海市,"371000000000",山东省,T3,Third-tier Cities,"2015",5370,76.96,24078000,127.26,254.75,100.45
威海市,"371000000000",山东省,T3,Third-tier Cities,"2016",6140,87.99,26066400,137.77,256,100.95
威海市,"371000000000",山东省,T3,Third-tier Cities,"2017",6434,92.2,27950100,147.73,256,100.95
威海市,"371000000000",山东省,T3,Third-tier Cities,"2018",7057,101.13,28990900,153.23,257,101.34
威海市,"371000000000",山东省,T3,Third-tier Cities,"2019",7411,106.21,29637300,156.65,257,101.34
威海市,"371000000000",山东省,T3,Third-tier Cities,"2020",8500,121.81,29839100,157.72,0,0
威海市,"371000000000",山东省,T3,Third-tier Cities,"2021",7724,110.69,33597500,177.58,256,100.95
威海市,"371000000000",山东省,T3,Third-tier Cities,"2022",7868,112.75,34065900,180.06,255,100.55
娄底市,"431000000000",湖南省,T3,Third-tier Cities,"2012",813,100,9877400,100,437.8,100
娄底市,"431000000000",湖南省,T3,Third-tier Cities,"2013",2846,350.06,10985900,111.22,438.6,100.18
娄底市,"431000000000",湖南省,T3,Third-tier Cities,"2014",2582,317.59,11587900,117.32,444.9,101.62
娄底市,"431000000000",湖南省,T3,Third-tier Cities,"2015",2596,319.31,12564100,127.2,447.7,102.26
娄底市,"431000000000",湖南省,T3,Third-tier Cities,"2016",2619,322.14,13487100,136.55,453,103.47
娄底市,"431000000000",湖南省,T3,Third-tier Cities,"2017",2710,333.33,13940700,141.14,454,103.7
娄底市,"431000000000",湖南省,T3,Third-tier Cities,"2018",3100,381.3,14950900,151.36,455,103.93
娄底市,"431000000000",湖南省,T3,Third-tier Cities,"2019",3962,487.33,16256400,164.58,455,103.93
娄底市,"431000000000",湖南省,T3,Third-tier Cities,"2020",4055,498.77,16716100,169.24,0,0
娄底市,"431000000000",湖南省,T3,Third-tier Cities,"2021",4217,518.7,18105800,183.31,448,102.33
娄底市,"431000000000",湖南省,T3,Third-tier Cities,"2022",4910,603.94,19295000,195.34,447,102.1
孝感市,"421000000000",湖北省,T3,Third-tier Cities,"2012",1073,100,11510300,100,526.9,100
孝感市,"421000000000",湖北省,T3,Third-tier Cities,"2013",1846,172.04,12980800,112.78,527.4,100.09
孝感市,"421000000000",湖北省,T3,Third-tier Cities,"2014",1952,181.92,14294100,124.19,525.7,99.77
孝感市,"421000000000",湖北省,T3,Third-tier Cities,"2015",1899,176.98,15518900,134.83,526.48,99.92
孝感市,"421000000000",湖北省,T3,Third-tier Cities,"2016",2047,190.77,16815600,146.09,523,99.26
孝感市,"421000000000",湖北省,T3,Third-tier Cities,"2017",2608,243.06,18639700,161.94,519,98.5
孝感市,"421000000000",湖北省,T3,Third-tier Cities,"2018",2991,278.75,21037300,182.77,518,98.31
孝感市,"421000000000",湖北省,T3,Third-tier Cities,"2019",3806,354.71,23014000,199.94,515,97.74
孝感市,"421000000000",湖北省,T3,Third-tier Cities,"2020",3642,339.42,21834000,189.69,0,0
孝感市,"421000000000",湖北省,T3,Third-tier Cities,"2021",4227,393.94,26363700,229.04,504,95.65
孝感市,"421000000000",湖北省,T3,Third-tier Cities,"2022",5117,476.89,28568000,248.2,500,94.89
宁德市,"351000000000",福建省,T3,Third-tier Cities,"2012",1718,100,10950800,100,342.3,100
宁德市,"351000000000",福建省,T3,Third-tier Cities,"2013",2696,156.93,12688600,115.87,347.2,101.43
宁德市,"351000000000",福建省,T3,Third-tier Cities,"2014",2649,154.19,14179800,129.49,352.2,102.89
宁德市,"351000000000",福建省,T3,Third-tier Cities,"2015",2863,166.65,15908500,145.27,348.92,101.93
宁德市,"351000000000",福建省,T3,Third-tier Cities,"2016",2791,162.46,16703200,152.53,352,102.83
宁德市,"351000000000",福建省,T3,Third-tier Cities,"2017",3657,212.86,19075100,174.19,351,102.54
宁德市,"351000000000",福建省,T3,Third-tier Cities,"2018",4072,237.02,21944300,200.39,354,103.42
宁德市,"351000000000",福建省,T3,Third-tier Cities,"2019",3941,229.39,24517000,223.88,356,104
宁德市,"351000000000",福建省,T3,Third-tier Cities,"2020",4149,241.5,25966200,237.12,0,0
宁德市,"351000000000",福建省,T3,Third-tier Cities,"2021",5287,307.74,30834100,281.57,356,104
宁德市,"351000000000",福建省,T3,Third-tier Cities,"2022",5114,297.67,36807000,336.11,355,103.71
宁波市,"330000000000",浙江省,T2,Second-tier Cities,"2012",17743,100,68620200,100,577.7,100
宁波市,"330000000000",浙江省,T2,Second-tier Cities,"2013",25674,144.7,74320900,108.31,580.2,100.43
宁波市,"330000000000",浙江省,T2,Second-tier Cities,"2014",23265,131.12,79048100,115.2,583.8,101.06
宁波市,"330000000000",浙江省,T2,Second-tier Cities,"2015",23561,132.79,82953500,120.89,586.57,101.54
宁波市,"330000000000",浙江省,T2,Second-tier Cities,"2016",23944,134.95,89728300,130.76,591,102.3
宁波市,"330000000000",浙江省,T2,Second-tier Cities,"2017",26007,146.58,101465500,147.87,597,103.34
宁波市,"330000000000",浙江省,T2,Second-tier Cities,"2018",25012,140.97,111931400,163.12,603,104.38
宁波市,"330000000000",浙江省,T2,Second-tier Cities,"2019",26248,147.93,120351100,175.39,608,105.24
宁波市,"330000000000",浙江省,T2,Second-tier Cities,"2020",26108,147.15,125992200,183.61,0,0
宁波市,"330000000000",浙江省,T2,Second-tier Cities,"2021",28412,160.13,147032000,214.27,618,106.98
宁波市,"330000000000",浙江省,T2,Second-tier Cities,"2022",27287,153.79,157163400,229.03,621,107.5
安庆市,"341000000000",安徽省,T3,Third-tier Cities,"2012",1450,100,13076700,100,620.4,100
安庆市,"341000000000",安徽省,T3,Third-tier Cities,"2013",3182,219.45,13790900,105.46,621.7,100.21
安庆市,"341000000000",安徽省,T3,Third-tier Cities,"2014",3222,222.21,15178700,116.07,620.9,100.08
安庆市,"341000000000",安徽省,T3,Third-tier Cities,"2015",3373,232.62,15574000,119.1,622.1,100.27
安庆市,"341000000000",安徽省,T3,Third-tier Cities,"2016",3656,252.14,16847400,128.84,529,85.27
安庆市,"341000000000",安徽省,T3,Third-tier Cities,"2017",4532,312.55,19021200,145.46,531,85.59
安庆市,"341000000000",安徽省,T3,Third-tier Cities,"2018",5387,371.52,21967500,167.99,528,85.11
安庆市,"341000000000",安徽省,T3,Third-tier Cities,"2019",6167,425.31,23567200,180.22,529,85.27
安庆市,"341000000000",安徽省,T3,Third-tier Cities,"2020",6371,439.38,23814500,182.11,0,0
安庆市,"341000000000",安徽省,T3,Third-tier Cities,"2021",8067,556.34,26119100,199.74,526,84.78
安庆市,"341000000000",安徽省,T3,Third-tier Cities,"2022",8524,587.86,27674600,211.63,523,84.3
安康市,"611000000000",陕西省,T3,Third-tier Cities,"2012",720,100,4836100,100,306,100
安康市,"611000000000",陕西省,T3,Third-tier Cities,"2013",2143,297.64,6030400,124.7,308.3,100.75
安康市,"611000000000",陕西省,T3,Third-tier Cities,"2014",2167,300.97,6801400,140.64,306.2,100.07
安康市,"611000000000",陕西省,T3,Third-tier Cities,"2015",2109,292.92,7440400,153.85,304.8,99.61
安康市,"611000000000",陕西省,T3,Third-tier Cities,"2016",2028,281.67,8250700,170.61,304,99.35
安康市,"611000000000",陕西省,T3,Third-tier Cities,"2017",2621,364.03,9488800,196.21,305,99.67
安康市,"611000000000",陕西省,T3,Third-tier Cities,"2018",3744,520,10651600,220.25,304,99.35
安康市,"611000000000",陕西省,T3,Third-tier Cities,"2019",3817,530.14,11820600,244.42,304,99.35
安康市,"611000000000",陕西省,T3,Third-tier Cities,"2020",3669,509.58,10907700,225.55,0,0
安康市,"611000000000",陕西省,T3,Third-tier Cities,"2021",4290,595.83,12149200,251.22,302,98.69
安康市,"611000000000",陕西省,T3,Third-tier Cities,"2022",5128,712.22,12020300,248.55,302,98.69
安阳市,"411000000000",河南省,T3,Third-tier Cities,"2012",4233,100,13850600,100,593,100
安阳市,"411000000000",河南省,T3,Third-tier Cities,"2013",5425,128.16,14745000,106.46,602,101.52
安阳市,"411000000000",河南省,T3,Third-tier Cities,"2014",5767,136.24,15758200,113.77,611.4,103.1
安阳市,"411000000000",河南省,T3,Third-tier Cities,"2015",5665,133.83,16579400,119.7,617.45,104.12
安阳市,"411000000000",河南省,T3,Third-tier Cities,"2016",5787,136.71,17731000,128.02,626,105.56
安阳市,"411000000000",河南省,T3,Third-tier Cities,"2017",6371,150.51,19671600,142.03,624,105.23
安阳市,"411000000000",河南省,T3,Third-tier Cities,"2018",7069,167,21418700,154.64,627,105.73
安阳市,"411000000000",河南省,T3,Third-tier Cities,"2019",8927,210.89,21930400,158.34,629,106.07
安阳市,"411000000000",河南省,T3,Third-tier Cities,"2020",8895,210.13,22754800,164.29,0,0
安阳市,"411000000000",河南省,T3,Third-tier Cities,"2021",9387,221.76,24013900,173.38,631,106.41
安阳市,"411000000000",河南省,T3,Third-tier Cities,"2022",8860,209.31,24503700,176.91,631,106.41
安顺市,"520000000000",贵州省,T3,Third-tier Cities,"2012",347,100,3676200,100,284.4,100
安顺市,"520000000000",贵州省,T3,Third-tier Cities,"2013",3930,1132.56,4103800,111.63,285.6,100.42
安顺市,"520000000000",贵州省,T3,Third-tier Cities,"2014",4377,1261.38,4757900,129.42,290,101.97
安顺市,"520000000000",贵州省,T3,Third-tier Cities,"2015",4365,1257.93,5700100,155.05,296.49,104.25
安顺市,"520000000000",贵州省,T3,Third-tier Cities,"2016",5976,1722.19,6443000,175.26,300,105.49
安顺市,"520000000000",贵州省,T3,Third-tier Cities,"2017",5441,1568.01,7536200,205,301,105.84
安顺市,"520000000000",贵州省,T3,Third-tier Cities,"2018",6291,1812.97,8502900,231.3,304,106.89
安顺市,"520000000000",贵州省,T3,Third-tier Cities,"2019",5639,1625.07,9239400,251.33,307,107.95
安顺市,"520000000000",贵州省,T3,Third-tier Cities,"2020",4132,1190.78,9690500,263.6,0,0
安顺市,"520000000000",贵州省,T3,Third-tier Cities,"2021",4674,1346.97,10735900,292.04,307,107.95
安顺市,"520000000000",贵州省,T3,Third-tier Cities,"2022",3594,1035.73,10736400,292.05,305,107.24
