year,city,GDP,corridor_id,corridor_nm,node_type
"2013",郴州市,15449000,KG,Beijing-Guangzhou,middle
"2014",郴州市,17013000,KG,Beijing-Guangzhou,middle
"2015",郴州市,18438600,KG,Beijing-Guangzhou,middle
"2016",郴州市,19982700,KG,Beijing-Guangzhou,middle
"2017",郴州市,20184700,KG,Beijing-Guangzhou,middle
"2018",郴州市,22089300,KG,Beijing-Guangzhou,middle
"2019",郴州市,24002600,KG,Beijing-Guangzhou,middle
"2020",郴州市,24820100,KG,Beijing-Guangzhou,middle
"2021",郴州市,27488700,KG,Beijing-Guangzhou,middle
"2022",郴州市,29804900,KG,Beijing-Guangzhou,middle
"2012",永州市,10596000,,,
"2013",永州市,11754500,,,
"2014",永州市,13014500,,,
"2015",永州市,14181800,,,
"2016",永州市,15713300,,,
"2017",永州市,16526500,,,
"2018",永州市,18056500,,,
"2019",永州市,20043100,,,
"2020",永州市,21015500,,,
"2021",永州市,22555500,,,
"2022",永州市,24189000,,,
"2012",怀化市,9934200,,,
"2013",怀化市,11070100,,,
"2014",怀化市,11677300,,,
"2015",怀化市,12562800,,,
"2016",怀化市,13475400,,,
"2017",怀化市,13773100,,,
"2018",怀化市,14845400,,,
"2019",怀化市,16077800,,,
"2020",怀化市,16637300,,,
"2021",怀化市,18178000,,,
"2022",怀化市,18776400,,,
"2012",娄底市,9877400,,,
"2013",娄底市,10985900,,,
"2014",娄底市,11587900,,,
"2015",娄底市,12564100,,,
"2016",娄底市,13487100,,,
"2017",娄底市,13940700,,,
"2018",娄底市,14950900,,,
"2019",娄底市,16256400,,,
"2020",娄底市,16716100,,,
"2021",娄底市,18105800,,,
"2022",娄底市,19295000,,,
"2012",广州市,131946900,GS,Guangzhou-Shenzhen,core
"2013",广州市,150504000,GS,Guangzhou-Shenzhen,core
"2014",广州市,161359500,GS,Guangzhou-Shenzhen,core
"2015",广州市,173473700,GS,Guangzhou-Shenzhen,core
"2016",广州市,185597300,GS,Guangzhou-Shenzhen,core
"2017",广州市,198716700,GS,Guangzhou-Shenzhen,core
"2018",广州市,210024400,GS,Guangzhou-Shenzhen,core
"2019",广州市,238446900,GS,Guangzhou-Shenzhen,core
"2020",广州市,250687500,GS,Guangzhou-Shenzhen,core
"2021",广州市,282252100,GS,Guangzhou-Shenzhen,core
"2022",广州市,288330600,GS,Guangzhou-Shenzhen,core
"2012",韶关市,8185500,KG,Beijing-Guangzhou,core
"2013",韶关市,8984100,KG,Beijing-Guangzhou,core
"2014",韶关市,9619000,KG,Beijing-Guangzhou,core
"2015",韶关市,9878600,KG,Beijing-Guangzhou,core
"2016",韶关市,10406900,KG,Beijing-Guangzhou,core
"2017",韶关市,11336200,KG,Beijing-Guangzhou,core
"2018",韶关市,12174800,KG,Beijing-Guangzhou,core
"2019",韶关市,13163500,KG,Beijing-Guangzhou,core
"2020",韶关市,13751600,KG,Beijing-Guangzhou,core
"2021",韶关市,15500600,KG,Beijing-Guangzhou,core
"2022",韶关市,15634700,KG,Beijing-Guangzhou,core
"2012",深圳市,134962700,GS,Guangzhou-Shenzhen,core
"2013",深圳市,152342400,GS,Guangzhou-Shenzhen,core
"2014",深圳市,167953500,GS,Guangzhou-Shenzhen,core
"2015",深圳市,184368400,GS,Guangzhou-Shenzhen,core
"2016",深圳市,206857400,GS,Guangzhou-Shenzhen,core
"2017",深圳市,232802700,GS,Guangzhou-Shenzhen,core
"2018",深圳市,252660800,GS,Guangzhou-Shenzhen,core
"2019",深圳市,269923300,GS,Guangzhou-Shenzhen,core
"2020",深圳市,277590200,GS,Guangzhou-Shenzhen,core
"2021",深圳市,308201000,GS,Guangzhou-Shenzhen,core
"2022",深圳市,324807100,GS,Guangzhou-Shenzhen,core
"2012",珠海市,15836600,,,
"2013",珠海市,17808700,,,
"2014",珠海市,20088600,,,
"2015",珠海市,22165400,,,
"2016",珠海市,24526100,,,
"2017",珠海市,29438300,,,
"2018",珠海市,32167800,,,
"2019",珠海市,34442300,,,
"2020",珠海市,35182600,,,
"2021",珠海市,38960400,,,
"2022",珠海市,40701800,,,
"2012",汕头市,14229800,,,
"2013",汕头市,15695800,,,
"2014",汕头市,17105700,,,
"2015",汕头市,18695300,,,
"2016",汕头市,20974800,,,
"2017",汕头市,23681600,,,
"2018",汕头市,25030800,,,
"2019",汕头市,26872800,,,
"2020",汕头市,27047400,,,
"2021",汕头市,29495800,,,
"2022",汕头市,30346600,,,
"2012",佛山市,66429464.08,,,
"2013",佛山市,70642967.82,,,
"2014",佛山市,75099636.69,,,
"2015",佛山市,81075978.43,,,
"2016",佛山市,87563093.79,,,
"2017",佛山市,93821575.62,,,
"2018",佛山市,99767166,,,
"2019",佛山市,107397598.7,,,
"2020",佛山市,107585000.7,,,
"2021",佛山市,121857472.9,,,
"2022",佛山市,126950038.6,,,
"2012",江门市,18929800,,,
"2013",江门市,20209700,,,
"2014",江门市,20992900,,,
"2015",江门市,22742600,,,
"2016",江门市,24809400,,,
"2017",江门市,27458900,,,
"2018",江门市,30012400,,,
"2019",江门市,31502200,,,
"2020",江门市,32029700,,,
"2021",江门市,35980400,,,
"2022",江门市,37744200,,,
"2012",湛江市,18457000,,,
"2013",湛江市,20318000,,,
"2014",湛江市,22018800,,,
"2015",湛江市,23194900,,,
"2016",湛江市,24872500,,,
"2017",湛江市,27449800,,,
"2018",湛江市,29444800,,,
"2019",湛江市,30559000,,,
"2020",湛江市,31033200,,,
"2021",湛江市,35654600,,,
"2022",湛江市,37108200,,,
"2012",茂名市,19316900,,,
"2013",茂名市,21869300,,,
"2014",茂名市,23753800,,,
"2015",茂名市,24397300,,,
"2016",茂名市,26189100,,,
"2017",茂名市,28810700,,,
"2018",茂名市,30951100,,,
"2019",茂名市,32481100,,,
"2020",茂名市,32854400,,,
"2021",茂名市,36959000,,,
"2022",茂名市,39027900,,,
"2012",肇庆市,12796400,,,
"2013",肇庆市,14370400,,,
"2014",肇庆市,15805000,,,
"2015",肇庆市,16918500,,,
"2016",肇庆市,18106700,,,
"2017",肇庆市,19649700,,,
"2018",肇庆市,21022900,,,
"2019",肇庆市,22506700,,,
"2020",肇庆市,23132400,,,
"2021",肇庆市,26458100,,,
"2022",肇庆市,27215700,,,
"2012",惠州市,23524600,,,
"2013",惠州市,26745000,,,
"2014",惠州市,29591100,,,
"2015",惠州市,30902200,,,
"2016",惠州市,33595200,,,
"2017",惠州市,37457500,,,
"2018",惠州市,40033300,,,
"2019",惠州市,41929300,,,
"2020",惠州市,42837200,,,
"2021",惠州市,50330600,,,
"2022",惠州市,54002700,,,
"2012",梅州市,7376000,,,
"2013",梅州市,7908200,,,
"2014",梅州市,8707300,,,
"2015",梅州市,9435800,,,
"2016",梅州市,10297400,,,
"2017",梅州市,10865900,,,
"2018",梅州市,11272400,,,
"2019",梅州市,11870800,,,
"2020",梅州市,12272700,,,
"2021",梅州市,13093900,,,
"2022",梅州市,13257800,,,
"2012",汕尾市,6137300,,,
"2013",汕尾市,6782200,,,
"2014",汕尾市,7293600,,,
"2015",汕尾市,7668600,,,
"2016",汕尾市,8439200,,,
"2017",汕尾市,9045700,,,
"2018",汕尾市,10040000,,,
"2019",汕尾市,10762700,,,
"2020",汕尾市,11126300,,,
"2021",汕尾市,12854100,,,
"2022",汕尾市,13306600,,,
"2012",河源市,5914200,,,
"2013",河源市,6689200,,,
"2014",河源市,7348400,,,
"2015",河源市,7686800,,,
"2016",河源市,8478000,,,
"2017",河源市,9681000,,,
"2018",河源市,10069800,,,
"2019",河源市,10797500,,,
"2020",河源市,11143100,,,
"2021",河源市,12739100,,,
"2022",河源市,13023900,,,
"2012",阳江市,8318100,,,
"2013",阳江市,9711700,,,
"2014",阳江市,10668200,,,
"2015",阳江市,11081200,,,
"2016",阳江市,11170300,,,
"2017",阳江市,11422400,,,
"2018",阳江市,11677300,,,
"2019",阳江市,12916700,,,
"2020",阳江市,13495300,,,
"2021",阳江市,15111900,,,
"2022",阳江市,15416600,,,
"2012",清远市,10251200,,,
"2013",清远市,10995400,,,
"2014",清远市,11944200,,,
"2015",清远市,12662600,,,
"2016",清远市,14043000,,,
"2017",清远市,14745400,,,
"2018",清远市,15753200,,,
"2019",清远市,17044700,,,
"2020",清远市,18043600,,,
"2021",清远市,20006900,,,
"2022",清远市,20501400,,,
"2012",东莞市,51902000,GS,Guangzhou-Shenzhen,middle
"2013",东莞市,57404400,GS,Guangzhou-Shenzhen,middle
"2014",东莞市,61748300,GS,Guangzhou-Shenzhen,middle
"2015",东莞市,66653400,GS,Guangzhou-Shenzhen,middle
"2016",东莞市,72609200,GS,Guangzhou-Shenzhen,middle
"2017",东莞市,80792000,GS,Guangzhou-Shenzhen,middle
"2018",东莞市,88181100,GS,Guangzhou-Shenzhen,middle
"2019",东莞市,94744300,GS,Guangzhou-Shenzhen,middle
"2020",东莞市,97567700,GS,Guangzhou-Shenzhen,middle
"2021",东莞市,109316900,GS,Guangzhou-Shenzhen,middle
"2022",东莞市,113756600,GS,Guangzhou-Shenzhen,middle
"2012",中山市,23065200,,,
"2013",中山市,24700600,,,
"2014",中山市,25805900,,,
"2015",中山市,27113600,,,
"2016",中山市,28304300,,,
"2017",中山市,29395200,,,
"2018",中山市,30537300,,,
"2019",中山市,31237900,,,
"2020",中山市,31891500,,,
"2021",中山市,35788800,,,
"2022",中山市,36322200,,,
"2012",潮州市,6994400,,,
"2013",潮州市,7722800,,,
"2014",潮州市,8331900,,,
"2015",潮州市,8911100,,,
"2016",潮州市,9481600,,,
"2017",潮州市,9606800,,,
"2018",潮州市,10053000,,,
"2019",潮州市,10829400,,,
"2020",潮州市,11028800,,,
"2021",潮州市,12445200,,,
"2022",潮州市,13177300,,,
"2012",揭阳市,13061700,,,
"2013",揭阳市,14653600,,,
"2014",揭阳市,16047300,,,
"2015",揭阳市,16643900,,,
"2016",揭阳市,18042600,,,
"2017",揭阳市,18426700,,,
"2018",揭阳市,20020900,,,
"2019",揭阳市,20999100,,,
"2020",揭阳市,20880000,,,
"2021",揭阳市,22809700,,,
"2022",揭阳市,22768500,,,
"2012",云浮市,5242800,,,
"2013",云浮市,5966700,,,
"2014",云浮市,6457400,,,
"2015",云浮市,6966000,,,
"2016",云浮市,7586800,,,
"2017",云浮市,8046300,,,
"2018",云浮市,8556700,,,
"2019",云浮市,9441400,,,
"2020",云浮市,10336200,,,
"2021",云浮市,11378700,,,
"2022",云浮市,11735000,,,
"2012",南宁市,23071083,,,
"2013",南宁市,26201470,,,
"2014",南宁市,28622807,,,
"2015",南宁市,31479150,,,
"2016",南宁市,34059878,,,
"2017",南宁市,38043331,,,
"2018",南宁市,41623699,,,
"2019",南宁市,45065576,,,
"2020",南宁市,47903600,,,
"2021",南宁市,52734000,,,
"2022",南宁市,54981500,,,
"2012",柳州市,17711828,,,
"2013",柳州市,19284096,,,
"2014",柳州市,21173836,,,
"2015",柳州市,22534866,,,
"2016",柳州市,24209037,,,
"2017",柳州市,26870576,,,
"2018",柳州市,30082886,,,
"2019",柳州市,31268454,,,
"2020",柳州市,30512764,,,
"2021",柳州市,30577340,,,
"2022",柳州市,31090947,,,
"2012",桂林市,11392141,,,
"2013",桂林市,12601596,,,
"2014",桂林市,13575710,,,
"2015",桂林市,14855946,,,
"2016",桂林市,16419921,,,
"2017",桂林市,17458210,,,
"2018",桂林市,19011230,,,
"2019",桂林市,21055615.33,,,
"2020",桂林市,21380831,,,
"2021",桂林市,23144428,,,
"2022",桂林市,24357497,,,
"2012",梧州市,5580600,,,
"2013",梧州市,6302700,,,
"2014",梧州市,6758000,,,
"2015",梧州市,7500800,,,
"2016",梧州市,8249400,,,
"2017",梧州市,8785200,,,
"2018",梧州市,9324900,,,
"2019",梧州市,9914000,,,
"2020",梧州市,10883600,,,
"2021",梧州市,13779200,,,
"2022",梧州市,14208200,,,
"2012",北海市,6147700,,,
"2013",北海市,7173200,,,
"2014",北海市,8274200,,,
"2015",北海市,8511700,,,
"2016",北海市,9787600,,,
"2017",北海市,10463400,,,
"2018",北海市,11866600,,,
"2019",北海市,13008000,,,
"2020",北海市,12653400,,,
"2021",北海市,15926900,,,
"2022",北海市,16742100,,,
"2012",防城港市,3892100,,,
"2013",防城港市,4385700,,,
"2014",防城港市,4653100,,,
"2015",防城港市,5045200,,,
"2016",防城港市,5556900,,,
"2017",防城港市,6224600,,,
"2018",防城港市,6620900,,,
"2019",防城港市,7012300,,,
"2020",防城港市,7327900,,,
"2021",防城港市,9368300,,,
"2022",防城港市,9680800,,,
"2012",钦州市,6317100,,,
"2013",钦州市,6818100,,,
"2014",钦州市,7836500,,,
"2015",钦州市,8852100,,,
"2016",钦州市,9573500,,,
"2017",钦州市,10919900,,,
"2018",钦州市,12143200,,,
"2019",钦州市,13562700,,,
"2020",钦州市,13873700,,,
"2021",钦州市,16853500,,,
"2022",钦州市,19170000,,,
"2012",贵港市,6316200,,,
"2013",贵港市,7568500,,,
"2014",贵港市,7332700,,,
"2015",贵港市,7998100,,,
"2016",贵港市,8806000,,,
"2017",贵港市,9755000,,,
"2018",贵港市,11155000,,,
"2019",贵港市,12575300,,,
"2020",贵港市,13588200,,,
"2021",贵港市,15018000,,,
"2022",贵港市,15721000,,,
"2012",玉林市,9346000,,,
"2013",玉林市,10128000,,,
"2014",玉林市,10988500,,,
"2015",玉林市,11851400,,,
"2016",玉林市,12738900,,,
"2017",玉林市,13833600,,,
"2018",玉林市,15035400,,,
"2019",玉林市,16797700,,,
"2020",玉林市,17689100,,,
"2021",玉林市,20948500,,,
"2022",玉林市,21674600,,,
"2012",百色市,6443700,,,
"2013",百色市,6804500,,,
"2014",百色市,7347500,,,
"2015",百色市,8145700,,,
"2016",百色市,9475100,,,
"2017",百色市,10325000,,,
"2018",百色市,11243800,,,
"2019",百色市,12577800,,,
"2020",百色市,13702600,,,
"2021",百色市,16814200,,,
"2022",百色市,17682600,,,
"2012",贺州市,3795700,,,
"2013",贺州市,4061000,,,
"2014",贺州市,4258600,,,
"2015",贺州市,4520100,,,
"2016",贺州市,5025400,,,
"2017",贺州市,5498600,,,
"2018",贺州市,6098300,,,
"2019",贺州市,7001100,,,
"2020",贺州市,7498200,,,
"2021",贺州市,9249500,,,
"2022",贺州市,9721600,,,
"2012",河池市,4895700,,,
"2013",河池市,5193500,,,
"2014",河池市,5872100,,,
"2015",河池市,6224200,,,
"2016",河池市,6572600,,,
"2017",河池市,7414600,,,
"2018",河池市,8050100,,,
"2019",河池市,8781000,,,
"2020",河池市,10073200,,,
"2021",河池市,11558000,,,
"2022",河池市,12851900,,,
"2012",来宾市,4512500,,,
"2013",来宾市,4514300,,,
"2014",来宾市,4702000,,,
"2015",来宾市,4785900,,,
"2016",来宾市,5115300,,,
"2017",来宾市,5649400,,,
"2018",来宾市,6153500,,,
"2019",来宾市,6541500,,,
"2020",来宾市,7270500,,,
"2021",来宾市,8836000,,,
"2022",来宾市,9012700,,,
"2012",崇左市,3865210.11,,,
"2013",崇左市,4306623.13,,,
"2014",崇左市,4601067.66,,,
"2015",崇左市,4922565,,,
"2016",崇左市,5446430,,,
"2017",崇左市,6316075,,,
"2018",崇左市,6930689,,,
"2019",崇左市,7574604,,,
"2020",崇左市,8320508,,,
"2021",崇左市,9890900,,,
"2022",崇左市,10810000,,,
"2012",海口市,8584869,,,
"2013",海口市,9894896.34,,,
"2014",海口市,10917021,,,
"2015",海口市,11431883.59,,,
"2016",海口市,13031432.17,,,
"2017",海口市,14211680.05,,,
"2018",海口市,15355518.16,,,
"2019",海口市,16788714,,,
"2020",海口市,17998077,,,
"2021",海口市,20383423.31,,,
"2022",海口市,21629847,,,
"2012",三亚市,3248228,,,
"2013",三亚市,3658868,,,
"2014",三亚市,4022558,,,
"2015",三亚市,4411933,,,
"2016",三亚市,4930618,,,
"2017",三亚市,5460998,,,
"2018",三亚市,6222669,,,
"2019",三亚市,6891362,,,
"2020",三亚市,7088971,,,
"2021",三亚市,8511401,,,
"2022",三亚市,8666949,,,
"2012",三沙市,,,,
"2013",三沙市,,,,
"2014",三沙市,,,,
"2015",三沙市,,,,
"2016",三沙市,,,,
"2017",三沙市,,,,
"2018",三沙市,,,,
"2019",三沙市,,,,
"2020",三沙市,,,,
"2021",三沙市,,,,
"2022",三沙市,,,,
"2012",儋州市,1813700,,,
"2013",儋州市,2008900,,,
"2014",儋州市,2151600,,,
"2015",儋州市,2376700,,,
"2016",儋州市,2589500,,,
"2017",儋州市,2907000,,,
"2018",儋州市,3253100,,,
"2019",儋州市,3557400,,,
"2020",儋州市,3611500,,,
"2021",儋州市,8377200,,,
"2022",儋州市,8962800,,,
"2012",重庆市,115953700,CY,Chengdu-Chongqing,core
"2013",重庆市,130276000,CY,Chengdu-Chongqing,core
"2014",重庆市,146237800,CY,Chengdu-Chongqing,core
"2015",重庆市,160405400,CY,Chengdu-Chongqing,core
"2016",重庆市,180230400,CY,Chengdu-Chongqing,core
"2017",重庆市,200662900,CY,Chengdu-Chongqing,core
"2018",重庆市,215888000,CY,Chengdu-Chongqing,core
"2019",重庆市,236057700,CY,Chengdu-Chongqing,core
"2020",重庆市,250414300,CY,Chengdu-Chongqing,core
"2021",重庆市,280772800,CY,Chengdu-Chongqing,core
"2022",重庆市,285761000,CY,Chengdu-Chongqing,core
"2012",成都市,86196046,CY,Chengdu-Chongqing,core
"2013",成都市,94506619,CY,Chengdu-Chongqing,core
"2014",成都市,103684342,CY,Chengdu-Chongqing,core
"2015",成都市,106623102,CY,Chengdu-Chongqing,core
"2016",成都市,118740730,CY,Chengdu-Chongqing,core
"2017",成都市,139313866,CY,Chengdu-Chongqing,core
"2018",成都市,156989426,CY,Chengdu-Chongqing,core
"2019",成都市,170106620,CY,Chengdu-Chongqing,core
"2020",成都市,178380035,CY,Chengdu-Chongqing,core
"2021",成都市,199623149,CY,Chengdu-Chongqing,core
"2022",成都市,207893793,CY,Chengdu-Chongqing,core
"2012",自贡市,8320000,,,
"2013",自贡市,9133700,,,
"2014",自贡市,9420900,,,
"2015",自贡市,9702700,,,
"2016",自贡市,10208400,,,
"2017",自贡市,11661700,,,
"2018",自贡市,13147400,,,
"2019",自贡市,14042100,,,
"2020",自贡市,14410100,,,
"2021",自贡市,15981100,,,
"2022",自贡市,16561600,,,
"2012",攀枝花市,6274000,,,
"2013",攀枝花市,6523300,,,
"2014",攀枝花市,6857500,,,
"2015",攀枝花市,7125600,,,
"2016",攀枝花市,7629300,,,
"2017",攀枝花市,8422500,,,
"2018",攀枝花市,9414500,,,
"2019",攀枝花市,10020200,,,
"2020",攀枝花市,10238200,,,
"2021",攀枝花市,11507800,,,
"2022",攀枝花市,12205200,,,
"2012",泸州市,10034000,,,
"2013",泸州市,11565900,,,
"2014",泸州市,12791200,,,
"2015",泸州市,13693100,,,
"2016",泸州市,15006400,,,
"2017",泸州市,16989100,,,
"2018",泸州市,18955500,,,
"2019",泸州市,20649500,,,
"2020",泸州市,21708500,,,
"2021",泸州市,24493200,,,
"2022",泸州市,26082100,,,
"2012",德阳市,12345505,,,
"2013",德阳市,14038373,,,
"2014",德阳市,14652419,,,
"2015",德阳市,15257748,,,
"2016",德阳市,16928230,,,
"2017",德阳市,19074281,,,
"2018",德阳市,21483851,,,
"2019",德阳市,23257441,,,
"2020",德阳市,23834701,,,
"2021",德阳市,26869607,,,
"2022",德阳市,28168714,,,
"2012",绵阳市,12647600,,,
"2013",绵阳市,14704100,,,
"2014",绵阳市,16120800,,,
"2015",绵阳市,17430000,,,
"2016",绵阳市,19579100,,,
"2017",绵阳市,23135700,,,
"2018",绵阳市,26133000,,,
"2019",绵阳市,28704900,,,
"2020",绵阳市,30807200,,,
"2021",绵阳市,34905900,,,
"2022",绵阳市,37444200,,,
"2012",广元市,4506100,,,
"2013",广元市,5202500,,,
"2014",广元市,5630800,,,
"2015",广元市,6141200,,,
"2016",广元市,6572700,,,
"2017",广元市,7518100,,,
"2018",广元市,8805000,,,
"2019",广元市,9532000,,,
"2020",广元市,10080100,,,
"2021",广元市,11162500,,,
"2022",广元市,11397800,,,
"2012",遂宁市,6546500,,,
"2013",遂宁市,7066900,,,
"2014",遂宁市,8090000,,,
"2015",遂宁市,8713600,,,
"2016",遂宁市,9268400,,,
"2017",遂宁市,10464300,,,
"2018",遂宁市,12308500,,,
"2019",遂宁市,13397100,,,
"2020",遂宁市,13756300,,,
"2021",遂宁市,15198700,,,
"2022",遂宁市,16144700,,,
"2012",内江市,8778330,CY,Chengdu-Chongqing,middle
"2013",内江市,9151108,CY,Chengdu-Chongqing,middle
"2014",内江市,9738558,CY,Chengdu-Chongqing,middle
"2015",内江市,10180017,CY,Chengdu-Chongqing,middle
"2016",内江市,10864330,CY,Chengdu-Chongqing,middle
"2017",内江市,11821130,CY,Chengdu-Chongqing,middle
"2018",内江市,13188316,CY,Chengdu-Chongqing,middle
"2019",内江市,14123944,CY,Chengdu-Chongqing,middle
"2020",内江市,14444861,CY,Chengdu-Chongqing,middle
"2021",内江市,16055299,CY,Chengdu-Chongqing,middle
"2022",内江市,16569530,CY,Chengdu-Chongqing,middle
"2012",乐山市,9892550,,,
"2013",乐山市,10969340,,,
"2014",乐山市,11958063,,,
"2015",乐山市,12806309,,,
"2016",乐山市,13353967,,,
"2017",乐山市,14816149,,,
"2018",乐山市,17098116,,,
"2019",乐山市,18726032,,,
"2020",乐山市,20011683,,,
"2021",乐山市,21941356,,,
"2022",乐山市,23088094,,,
"2012",南充市,10830200,,,
"2013",南充市,12837100,,,
"2014",南充市,13917000,,,
"2015",南充市,14634000,,,
"2016",南充市,15929700,,,
"2017",南充市,18382500,,,
"2018",南充市,21157300,,,
"2019",南充市,23023100,,,
"2020",南充市,23659000,,,
"2021",南充市,26068000,,,
"2022",南充市,26233000,,,
"2012",眉山市,7364900,,,
"2013",眉山市,8210900,,,
"2014",眉山市,9003900,,,
"2015",眉山市,9586700,,,
"2016",眉山市,10119400,,,
"2017",眉山市,11492200,,,
"2018",眉山市,12699000,,,
"2019",眉山市,13657100,,,
"2020",眉山市,14030000,,,
"2021",眉山市,15565200,,,
"2022",眉山市,16356300,,,
"2012",宜宾市,11198009,,,
"2013",宜宾市,12934688,,,
"2014",宜宾市,14113712,,,
"2015",宜宾市,14700982,,,
"2016",宜宾市,16095610,,,
"2017",宜宾市,18621905,,,
"2018",宜宾市,23493097,,,
"2019",宜宾市,26331113,,,
"2020",宜宾市,28635300,,,
"2021",宜宾市,32568400,,,
"2022",宜宾市,35082500,,,
"2012",广安市,7201900,,,
"2013",广安市,7909100,,,
"2014",广安市,8384600,,,
"2015",广安市,8743900,,,
"2016",广安市,9280300,,,
"2017",广安市,10476700,,,
"2018",广安市,11570000,,,
"2019",广安市,12504400,,,
"2020",广安市,13015700,,,
"2021",广安市,14178200,,,
"2022",广安市,14250200,,,
"2012",达州市,10552400,,,
"2013",达州市,11591600,,,
"2014",达州市,12721200,,,
"2015",达州市,13665600,,,
"2016",达州市,14954900,,,
"2017",达州市,16975800,,,
"2018",达州市,18795300,,,
"2019",达州市,20275100,,,
"2020",达州市,21178000,,,
"2021",达州市,23516700,,,
"2022",达州市,25027200,,,
"2012",雅安市,4037678,,,
"2013",雅安市,4289515,,,
"2014",雅安市,4757890,,,
"2015",雅安市,5190173,,,
"2016",雅安市,5616527,,,
"2017",雅安市,6085426,,,
"2018",雅安市,6533443,,,
"2019",雅安市,7230400,,,
"2020",雅安市,7545947,,,
"2021",雅安市,8475600,,,
"2022",雅安市,9025100,,,
"2012",巴中市,3746700,,,
"2013",巴中市,4002200,,,
"2014",巴中市,4722900,,,
"2015",巴中市,5076800,,,
"2016",巴中市,5499100,,,
"2017",巴中市,6072300,,,
"2018",巴中市,7046600,,,
"2019",巴中市,7398700,,,
"2020",巴中市,7057500,,,
"2021",巴中市,7374100,,,
"2022",巴中市,7408900,,,
"2012",资阳市,4700400,CY,Chengdu-Chongqing,middle
"2013",资阳市,5075100,CY,Chengdu-Chongqing,middle
"2014",资阳市,5370900,CY,Chengdu-Chongqing,middle
"2015",资阳市,5727600,CY,Chengdu-Chongqing,middle
"2016",资阳市,6438400,CY,Chengdu-Chongqing,middle
"2017",资阳市,6885400,CY,Chengdu-Chongqing,middle
"2018",资阳市,7286300,CY,Chengdu-Chongqing,middle
"2019",资阳市,7773700,CY,Chengdu-Chongqing,middle
"2020",资阳市,8075000,CY,Chengdu-Chongqing,middle
"2021",资阳市,8905000,CY,Chengdu-Chongqing,middle
"2022",资阳市,9451100,CY,Chengdu-Chongqing,middle
"2012",贵阳市,16341600,,,
"2013",贵阳市,19966700,,,
"2014",贵阳市,22870200,,,
"2015",贵阳市,25643000,,,
"2016",贵阳市,28276200,,,
"2017",贵阳市,32793900,,,
"2018",贵阳市,37249700,,,
"2019",贵阳市,40396000,,,
"2020",贵阳市,43156600,,,
"2021",贵阳市,46747600,,,
"2022",贵阳市,49211700,,,
"2012",六盘水市,6927800,,,
"2013",六盘水市,7650200,,,
"2014",六盘水市,7974100,,,
"2015",六盘水市,8545800,,,
"2016",六盘水市,9562500,,,
"2017",六盘水市,10750000,,,
"2018",六盘水市,11773700,,,
"2019",六盘水市,12659700,,,
"2020",六盘水市,13424800,,,
"2021",六盘水市,14634200,,,
"2022",六盘水市,15025300,,,
"2012",遵义市,13219000,,,
"2013",遵义市,15577300,,,
"2014",遵义市,18141500,,,
"2015",遵义市,21627500,,,
"2016",遵义市,24452100,,,
"2017",遵义市,28127000,,,
"2018",遵义市,31693900,,,
"2019",遵义市,34833200,,,
"2020",遵义市,37290200,,,
"2021",遵义市,41383000,,,
"2022",遵义市,43511400,,,
"2012",安顺市,3676200,,,
"2013",安顺市,4103800,,,
"2014",安顺市,4757900,,,
"2015",安顺市,5700100,,,
"2016",安顺市,6443000,,,
"2017",安顺市,7536200,,,
"2018",安顺市,8502900,,,
"2019",安顺市,9239400,,,
"2020",安顺市,9690500,,,
"2021",安顺市,10735900,,,
"2022",安顺市,10736400,,,
"2012",毕节市,8442000,,,
"2013",毕节市,9933400,,,
"2014",毕节市,11044900,,,
"2015",毕节市,12052400,,,
"2016",毕节市,13520600,,,
"2017",毕节市,15493800,,,
"2018",毕节市,17533000,,,
"2019",毕节市,19013600,,,
"2020",毕节市,20244200,,,
"2021",毕节市,21814800,,,
"2022",毕节市,22065200,,,
"2012",铜仁市,4373700,,,
"2013",铜仁市,5207200,,,
"2014",铜仁市,6325700,,,
"2015",铜仁市,7701900,,,
"2016",铜仁市,8559700,,,
"2017",铜仁市,9928200,,,
"2018",铜仁市,11451300,,,
"2019",铜仁市,12491600,,,
"2020",铜仁市,13277900,,,
"2021",铜仁市,14554700,,,
"2022",铜仁市,14771900,,,
"2012",昆明市,30516200,,,
"2013",昆明市,35080900,,,
"2014",昆明市,39023700,,,
"2015",昆明市,43423800,,,
"2016",昆明市,47574000,,,
"2017",昆明市,54297000,,,
"2018",昆明市,60205000,,,
"2019",昆明市,64923900,,,
"2020",昆明市,67325300,,,
"2021",昆明市,72242800,,,
"2022",昆明市,75413700,,,
"2012",曲靖市,14001700,,,
"2013",曲靖市,15839400,,,
"2014",曲靖市,15484600,,,
"2015",曲靖市,16302600,,,
"2016",曲靖市,17684100,,,
"2017",曲靖市,19411200,,,
"2018",曲靖市,20133600,,,
"2019",曲靖市,26375900,,,
"2020",曲靖市,29593500,,,
"2021",曲靖市,33939100,,,
"2022",曲靖市,38022000,,,
"2012",玉溪市,10791000,,,
"2013",玉溪市,11924600,,,
"2014",玉溪市,12928200,,,
"2015",玉溪市,13607000,,,
"2016",玉溪市,14704600,,,
"2017",玉溪市,16291400,,,
"2018",玉溪市,18008400,,,
"2019",玉溪市,19857900,,,
"2020",玉溪市,20622000,,,
"2021",玉溪市,23528100,,,
"2022",玉溪市,24800900,,,
"2012",保山市,4146300,,,
"2013",保山市,4817600,,,
