year,city,GDP,corridor_id,corridor_nm,node_type
"2012",北京市,190247300,KG,Beijing-Guangzhou,core
"2013",北京市,211345800,KG,Beijing-Guangzhou,core
"2014",北京市,229260000,KG,Beijing-Guangzhou,core
"2015",北京市,247791000,KG,Beijing-Guangzhou,core
"2016",北京市,270412000,KG,Beijing-Guangzhou,core
"2017",北京市,298830000,KG,Beijing-Guangzhou,core
"2018",北京市,331059700,KG,Beijing-Guangzhou,core
"2019",北京市,354451300,KG,Beijing-Guangzhou,core
"2020",北京市,385036000,KG,Beijing-Guangzhou,core
"2021",北京市,443507000,KG,Beijing-Guangzhou,core
"2022",北京市,450224000,KG,Beijing-Guangzhou,core
"2012",天津市,90430200,,,
"2013",天津市,99454000,,,
"2014",天津市,106406200,,,
"2015",天津市,108795100,,,
"2016",天津市,114772000,,,
"2017",天津市,124505600,,,
"2018",天津市,133629200,,,
"2019",天津市,140554600,,,
"2020",天津市,140079900,,,
"2021",天津市,156850500,,,
"2022",天津市,161321600,,,
"2012",石家庄市,36009700,KG,Beijing-Guangzhou,core
"2013",石家庄市,38719900,KG,Beijing-Guangzhou,core
"2014",石家庄市,40632501,KG,Beijing-Guangzhou,core
"2015",石家庄市,42636683,KG,Beijing-Guangzhou,core
"2016",石家庄市,46425102,KG,Beijing-Guangzhou,core
"2017",石家庄市,50253300,KG,Beijing-Guangzhou,core
"2018",石家庄市,53750885,KG,Beijing-Guangzhou,core
"2019",石家庄市,58098963,KG,Beijing-Guangzhou,core
"2020",石家庄市,59331681,KG,Beijing-Guangzhou,core
"2021",石家庄市,64903055,KG,Beijing-Guangzhou,core
"2022",石家庄市,70808125,KG,Beijing-Guangzhou,core
"2012",唐山市,47159004,,,
"2013",唐山市,49365981,,,
"2014",唐山市,50855503,,,
"2015",唐山市,51177949,,,
"2016",唐山市,56024580,,,
"2017",唐山市,59169484,,,
"2018",唐山市,63000341,,,
"2019",唐山市,68899894,,,
"2020",唐山市,73508000,,,
"2021",唐山市,84393000,,,
"2022",唐山市,89183000,,,
"2012",秦皇岛市,10831374.44,,,
"2013",秦皇岛市,11157633.23,,,
"2014",秦皇岛市,11463785.66,,,
"2015",秦皇岛市,11925956.31,,,
"2016",秦皇岛市,12529618,,,
"2017",秦皇岛市,14005993,,,
"2018",秦皇岛市,15073259,,,
"2019",秦皇岛市,16120304.2,,,
"2020",秦皇岛市,16704481.58,,,
"2021",秦皇岛市,18437555,,,
"2022",秦皇岛市,19005992,,,
"2012",邯郸市,25672348,KG,Beijing-Guangzhou,middle
"2013",邯郸市,25949425,KG,Beijing-Guangzhou,middle
"2014",邯郸市,26195638,KG,Beijing-Guangzhou,middle
"2015",邯郸市,26393743,KG,Beijing-Guangzhou,middle
"2016",邯郸市,29762614,KG,Beijing-Guangzhou,middle
"2017",邯郸市,31549816,KG,Beijing-Guangzhou,middle
"2018",邯郸市,32592244,KG,Beijing-Guangzhou,middle
"2019",邯郸市,34860371,KG,Beijing-Guangzhou,middle
"2020",邯郸市,36751000,KG,Beijing-Guangzhou,middle
"2021",邯郸市,41995000,KG,Beijing-Guangzhou,middle
"2022",邯郸市,43459000,KG,Beijing-Guangzhou,middle
"2012",邢台市,15320600,KG,Beijing-Guangzhou,middle
"2013",邢台市,16045800,KG,Beijing-Guangzhou,middle
"2014",邢台市,16469400,KG,Beijing-Guangzhou,middle
"2015",邢台市,17647300,KG,Beijing-Guangzhou,middle
"2016",邢台市,19323300,KG,Beijing-Guangzhou,middle
"2017",邢台市,20906200,KG,Beijing-Guangzhou,middle
"2018",邢台市,19475800,KG,Beijing-Guangzhou,middle
"2019",邢台市,21199600,KG,Beijing-Guangzhou,middle
"2020",邢台市,22383000,KG,Beijing-Guangzhou,middle
"2021",邢台市,24945000,KG,Beijing-Guangzhou,middle
"2022",邢台市,25913000,KG,Beijing-Guangzhou,middle
"2012",保定市,27209000,KG,Beijing-Guangzhou,middle
"2013",保定市,29063800,KG,Beijing-Guangzhou,middle
"2014",保定市,30352000,KG,Beijing-Guangzhou,middle
"2015",保定市,33005600,KG,Beijing-Guangzhou,middle
"2016",保定市,34771300,KG,Beijing-Guangzhou,middle
"2017",保定市,34497400,KG,Beijing-Guangzhou,middle
"2018",保定市,35266100,KG,Beijing-Guangzhou,middle
"2019",保定市,37722000,KG,Beijing-Guangzhou,middle
"2020",保定市,39543000,KG,Beijing-Guangzhou,middle
"2021",保定市,44016800,KG,Beijing-Guangzhou,middle
"2022",保定市,46080400,KG,Beijing-Guangzhou,middle
"2012",张家口市,10133724,,,
"2013",张家口市,10841129,,,
"2014",张家口市,11155145,,,
"2015",张家口市,11469164,,,
"2016",张家口市,12561645,,,
"2017",张家口市,13349937,,,
"2018",张家口市,14292855,,,
"2019",张家口市,15510598,,,
"2020",张家口市,15972000,,,
"2021",张家口市,17426000,,,
"2022",张家口市,17903000,,,
"2012",承德市,10369300,,,
"2013",承德市,10815700,,,
"2014",承德市,11389100,,,
"2015",承德市,11477400,,,
"2016",承德市,12863000,,,
"2017",承德市,13246800,,,
"2018",承德市,13760900,,,
"2019",承德市,14710000,,,
"2020",承德市,15340500,,,
"2021",承德市,16970000,,,
"2022",承德市,17802000,,,
"2012",沧州市,24059900,,,
"2013",沧州市,25005600,,,
"2014",沧州市,25760200,,,
"2015",沧州市,26580200,,,
"2016",沧州市,30031000,,,
"2017",沧州市,31731400,,,
"2018",沧州市,32669300,,,
"2019",沧州市,35880000,,,
"2020",沧州市,36998700,,,
"2021",沧州市,41633900,,,
"2022",沧州市,43881700,,,
"2012",廊坊市,16930900,,,
"2013",廊坊市,18033600,,,
"2014",廊坊市,20515600,,,
"2015",廊坊市,24112300,,,
"2016",廊坊市,26350300,,,
"2017",廊坊市,28081600,,,
"2018",廊坊市,30331100,,,
"2019",廊坊市,31960400,,,
"2020",廊坊市,33287000,,,
"2021",廊坊市,36130000,,,
"2022",廊坊市,36309000,,,
"2012",衡水市,10020000,,,
"2013",衡水市,11113000,,,
"2014",衡水市,11769000,,,
"2015",衡水市,12269000,,,
"2016",衡水市,14196100,,,
"2017",衡水市,15231900,,,
"2018",衡水市,13818100,,,
"2019",衡水市,15049300,,,
"2020",衡水市,15655000,,,
"2021",衡水市,17280000,,,
"2022",衡水市,18280000,,,
"2012",太原市,22650700,,,
"2013",太原市,23685400,,,
"2014",太原市,24662500,,,
"2015",太原市,26637600,,,
"2016",太原市,27445100,,,
"2017",太原市,32873400,,,
"2018",太原市,37452300,,,
"2019",太原市,40028300,,,
"2020",太原市,42224100,,,
"2021",太原市,50950900,,,
"2022",太原市,54227200,,,
"2012",大同市,8743000,,,
"2013",大同市,9193000,,,
"2014",大同市,9411000,,,
"2015",大同市,9849800,,,
"2016",大同市,9501000,,,
"2017",大同市,11020600,,,
"2018",大同市,12251700,,,
"2019",大同市,13041000,,,
"2020",大同市,13780000,,,
"2021",大同市,16521000,,,
"2022",大同市,17909000,,,
"2012",阳泉市,5757200,,,
"2013",阳泉市,5824300,,,
"2014",阳泉市,5857700,,,
"2015",阳泉市,5438100,,,
"2016",阳泉市,5638700,,,
"2017",阳泉市,6400500,,,
"2018",阳泉市,6828300,,,
"2019",阳泉市,7132800,,,
"2020",阳泉市,7422400,,,
"2021",阳泉市,9165800,,,
"2022",阳泉市,10129300,,,
"2012",长治市,13286097,,,
"2013",长治市,13337207,,,
"2014",长治市,13311415,,,
"2015",长治市,11953423,,,
"2016",长治市,12704767,,,
"2017",长治市,14775312,,,
"2018",长治市,16456336,,,
"2019",长治市,16399173,,,
"2020",长治市,17116354,,,
"2021",长治市,23110788,,,
"2022",长治市,28048480,,,
"2012",晋城市,9512100,,,
"2013",晋城市,9629100,,,
"2014",晋城市,9717600,,,
"2015",晋城市,9584800,,,
"2016",晋城市,9496900,,,
"2017",晋城市,11016500,,,
"2018",晋城市,12660800,,,
"2019",晋城市,13495800,,,
"2020",晋城市,14621000,,,
"2021",晋城市,19918000,,,
"2022",晋城市,23220000,,,
"2012",朔州市,10071200,,,
"2013",朔州市,10274400,,,
"2014",朔州市,10034100,,,
"2015",朔州市,9011300,,,
"2016",朔州市,9180600,,,
"2017",朔州市,9802200,,,
"2018",朔州市,10656300,,,
"2019",朔州市,10566800,,,
"2020",朔州市,11004900,,,
"2021",朔州市,14206500,,,
"2022",朔州市,15362000,,,
"2012",晋中市,9343674,,,
"2013",晋中市,9639343,,,
"2014",晋中市,9836513,,,
"2015",晋中市,9892715,,,
"2016",晋中市,10019130,,,
"2017",晋中市,12310790,,,
"2018",晋中市,13640745,,,
"2019",晋中市,14404663,,,
"2020",晋中市,16226000,,,
"2021",晋中市,20886000,,,
"2022",晋中市,24218000,,,
"2012",运城市,10131900,,,
"2013",运城市,10821600,,,
"2014",运城市,11321300,,,
"2015",运城市,10945300,,,
"2016",运城市,11299300,,,
"2017",运城市,13172300,,,
"2018",运城市,14499000,,,
"2019",运城市,15448000,,,
"2020",运城市,16776900,,,
"2021",运城市,20530700,,,
"2022",运城市,23011500,,,
"2012",忻州市,6011000,,,
"2013",忻州市,6277000,,,
"2014",忻州市,6459000,,,
"2015",忻州市,6415000,,,
"2016",忻州市,6553000,,,
"2017",忻州市,8356000,,,
"2018",忻州市,9378000,,,
"2019",忻州市,10057000,,,
"2020",忻州市,10611000,,,
"2021",忻州市,13443000,,,
"2022",忻州市,14898000,,,
"2012",临汾市,11246300,,,
"2013",临汾市,11349500,,,
"2014",临汾市,11180000,,,
"2015",临汾市,10703100,,,
"2016",临汾市,10903100,,,
"2017",临汾市,12661900,,,
"2018",临汾市,13611800,,,
"2019",临汾市,14431700,,,
"2020",临汾市,15710000,,,
"2021",临汾市,20140000,,,
"2022",临汾市,22717000,,,
"2012",吕梁市,11932728,,,
"2013",吕梁市,11957027,,,
"2014",吕梁市,10834734,,,
"2015",吕梁市,9551318,,,
"2016",吕梁市,9626143,,,
"2017",吕梁市,13077120,,,
"2018",吕梁市,14211983,,,
"2019",吕梁市,15017250,,,
"2020",吕梁市,15529828,,,
"2021",吕梁市,21384889,,,
"2022",吕梁市,24189048,,,
"2012",呼和浩特市,15500400,,,
"2013",呼和浩特市,17410600,,,
"2014",呼和浩特市,18774900,,,
"2015",呼和浩特市,20922400,,,
"2016",呼和浩特市,22365100,,,
"2017",呼和浩特市,24328700,,,
"2018",呼和浩特市,26013800,,,
"2019",呼和浩特市,27914600,,,
"2020",呼和浩特市,27854800,,,
"2021",呼和浩特市,31778200,,,
"2022",呼和浩特市,34597300,,,
"2012",包头市,16861900,,,
"2013",包头市,17896500,,,
"2014",包头市,18715200,,,
"2015",包头市,19577900,,,
"2016",包头市,20924400,,,
"2017",包头市,22870200,,,
"2018",包头市,25110900,,,
"2019",包头市,27144700,,,
"2020",包头市,27696500,,,
"2021",包头市,33687900,,,
"2022",包头市,38801900,,,
"2012",乌海市,3415700,,,
"2013",乌海市,3528500,,,
"2014",乌海市,3667200,,,
"2015",乌海市,3740400,,,
"2016",乌海市,3890600,,,
"2017",乌海市,4248400,,,
"2018",乌海市,4939700,,,
"2019",乌海市,5509500,,,
"2020",乌海市,5597800,,,
"2021",乌海市,7400600,,,
"2022",乌海市,8033200,,,
"2012",赤峰市,9807000,,,
"2013",赤峰市,10721800,,,
"2014",赤峰市,11635800,,,
"2015",赤峰市,12775700,,,
"2016",赤峰市,13606200,,,
"2017",赤峰市,14617100,,,
"2018",赤峰市,15929800,,,
"2019",赤峰市,17083800,,,
"2020",赤峰市,17806000,,,
"2021",赤峰市,20437000,,,
"2022",赤峰市,21722000,,,
"2012",通辽市,8533900,,,
"2013",通辽市,9153700,,,
"2014",通辽市,9648700,,,
"2015",通辽市,10024200,,,
"2016",通辽市,10685000,,,
"2017",通辽市,11129400,,,
"2018",通辽市,11902900,,,
"2019",通辽市,12672600,,,
"2020",通辽市,12772000,,,
"2021",通辽市,14712000,,,
"2022",通辽市,15804000,,,
"2012",鄂尔多斯市,23058253,,,
"2013",鄂尔多斯市,24824894,,,
"2014",鄂尔多斯市,26226857,,,
"2015",鄂尔多斯市,26986701,,,
"2016",鄂尔多斯市,28739996,,,
"2017",鄂尔多斯市,31502118,,,
"2018",鄂尔多斯市,34002129,,,
"2019",鄂尔多斯市,36050200,,,
"2020",鄂尔多斯市,35104888,,,
"2021",鄂尔多斯市,49502731,,,
"2022",鄂尔多斯市,56134374,,,
"2012",呼伦贝尔市,7714700,,,
"2013",呼伦贝尔市,8385800,,,
"2014",呼伦贝尔市,9115400,,,
"2015",呼伦贝尔市,9700000,,,
"2016",呼伦贝尔市,10319600,,,
"2017",呼伦贝尔市,10727300,,,
"2018",呼伦贝尔市,11373500,,,
"2019",呼伦贝尔市,11930300,,,
"2020",呼伦贝尔市,11728300,,,
"2021",呼伦贝尔市,13924800,,,
"2022",呼伦贝尔市,15360200,,,
"2012",巴彦淖尔市,5278500,,,
"2013",巴彦淖尔市,5961200,,,
"2014",巴彦淖尔市,6270300,,,
"2015",巴彦淖尔市,6562400,,,
"2016",巴彦淖尔市,6978900,,,
"2017",巴彦淖尔市,7504700,,,
"2018",巴彦淖尔市,8128000,,,
"2019",巴彦淖尔市,8750100,,,
"2020",巴彦淖尔市,8946000,,,
"2021",巴彦淖尔市,10361000,,,
"2022",巴彦淖尔市,11069000,,,
"2012",乌兰察布市,7787100,,,
"2013",乌兰察布市,8337900,,,
"2014",乌兰察布市,8737300,,,
"2015",乌兰察布市,9137700,,,
"2016",乌兰察布市,9388700,,,
"2017",乌兰察布市,6897800,,,
"2018",乌兰察布市,7481300,,,
"2019",乌兰察布市,8084200,,,
"2020",乌兰察布市,8516000,,,
"2021",乌兰察布市,9743000,,,
"2022",乌兰察布市,10609000,,,
"2012",沈阳市,43955500,,,
"2013",沈阳市,47571800,,,
"2014",沈阳市,50530900,,,
"2015",沈阳市,52429000,,,
"2016",沈阳市,52889100,,,
"2017",沈阳市,55492300,,,
"2018",沈阳市,61019200,,,
"2019",沈阳市,64645000,,,
"2020",沈阳市,65715500,,,
"2021",沈阳市,72497300,,,
"2022",沈阳市,76962800,,,
"2012",大连市,45049000,,,
"2013",大连市,49032000,,,
"2014",大连市,51819000,,,
"2015",大连市,54001000,,,
"2016",大连市,56480000,,,
"2017",大连市,60522000,,,
"2018",大连市,65009000,,,
"2019",大连市,69900000,,,
"2020",大连市,70004000,,,
"2021",大连市,78256000,,,
"2022",大连市,83999000,,,
"2012",鞍山市,12784800,,,
"2013",鞍山市,13785800,,,
"2014",鞍山市,14316700,,,
"2015",鞍山市,14731800,,,
"2016",鞍山市,14554200,,,
"2017",鞍山市,15220100,,,
"2018",鞍山市,16239100,,,
"2019",鞍山市,17295700,,,
"2020",鞍山市,17191000,,,
"2021",鞍山市,18169500,,,
"2022",鞍山市,18632300,,,
"2012",抚顺市,7540000,,,
"2013",抚顺市,8292000,,,
"2014",抚顺市,8696000,,,
"2015",抚顺市,8156000,,,
"2016",抚顺市,7924000,,,
"2017",抚顺市,8327000,,,
"2018",抚顺市,8809900,,,
"2019",抚顺市,8470000,,,
"2020",抚顺市,8236000,,,
"2021",抚顺市,8701000,,,
"2022",抚顺市,9277000,,,
"2012",本溪市,6095600,,,
"2013",本溪市,6305300,,,
"2014",本溪市,6519100,,,
"2015",本溪市,6874800,,,
"2016",本溪市,6990200,,,
"2017",本溪市,7289800,,,
"2018",本溪市,7680700,,,
"2019",本溪市,7810000,,,
"2020",本溪市,8104000,,,
"2021",本溪市,8942300,,,
"2022",本溪市,9308100,,,
"2012",丹东市,6275900,,,
"2013",丹东市,6810000,,,
"2014",丹东市,7136700,,,
"2015",丹东市,6771200,,,
"2016",丹东市,6885500,,,
"2017",丹东市,7156900,,,
"2018",丹东市,7370500,,,
"2019",丹东市,7678500,,,
"2020",丹东市,7794200,,,
"2021",丹东市,8544100,,,
"2022",丹东市,8907200,,,
"2012",锦州市,12427100,,,
"2013",锦州市,13449300,,,
"2014",锦州市,13640000,,,
"2015",锦州市,13273300,,,
"2016",锦州市,10328100,,,
"2017",锦州市,10775300,,,
"2018",锦州市,11924100,,,
"2019",锦州市,10730300,,,
"2020",锦州市,10722000,,,
"2021",锦州市,11483400,,,
"2022",锦州市,12016600,,,
"2012",营口市,13811800,,,
"2013",营口市,15131100,,,
"2014",营口市,15460800,,,
"2015",营口市,15137500,,,
"2016",营口市,11562500,,,
"2017",营口市,12705300,,,
"2018",营口市,13467200,,,
"2019",营口市,13281600,,,
"2020",营口市,13254600,,,
"2021",营口市,14032400,,,
"2022",营口市,14315700,,,
"2012",阜新市,5599600,,,
"2013",阜新市,6151200,,,
"2014",阜新市,6061600,,,
"2015",阜新市,5255400,,,
"2016",阜新市,4078200,,,
"2017",阜新市,4090700,,,
"2018",阜新市,4459900,,,
"2019",阜新市,4880000,,,
"2020",阜新市,5050000,,,
"2021",阜新市,5447000,,,
"2022",阜新市,5777000,,,
"2012",辽阳市,10004900,,,
"2013",辽阳市,10799900,,,
"2014",辽阳市,10146200,,,
"2015",辽阳市,10285800,,,
"2016",辽阳市,6668800,,,
"2017",辽阳市,7628700,,,
"2018",辽阳市,8697300,,,
"2019",辽阳市,8310200,,,
"2020",辽阳市,8380000,,,
"2021",辽阳市,8597300,,,
"2022",辽阳市,8918500,,,
"2012",盘锦市,10563900,,,
"2013",盘锦市,10761600,,,
"2014",盘锦市,11044400,,,
"2015",盘锦市,10164900,,,
"2016",盘锦市,9535200,,,
"2017",盘锦市,10591700,,,
"2018",盘锦市,11756800,,,
"2019",盘锦市,12791800,,,
"2020",盘锦市,12840600,,,
"2021",盘锦市,13832100,,,
"2022",盘锦市,13943200,,,
"2012",铁岭市,5597500,,,
"2013",铁岭市,6073600,,,
"2014",铁岭市,6274700,,,
"2015",铁岭市,5868600,,,
"2016",铁岭市,5828400,,,
"2017",铁岭市,5955000,,,
"2018",铁岭市,6126500,,,
"2019",铁岭市,6400700,,,
"2020",铁岭市,6630600,,,
"2021",铁岭市,7159600,,,
"2022",铁岭市,7458600,,,
"2012",朝阳市,9206300,,,
"2013",朝阳市,10028600,,,
"2014",朝阳市,9935200,,,
"2015",朝阳市,8547300,,,
"2016",朝阳市,7165300,,,
"2017",朝阳市,7626600,,,
"2018",朝阳市,8314300,,,
"2019",朝阳市,8430000,,,
"2020",朝阳市,8760000,,,
"2021",朝阳市,9447800,,,
"2022",朝阳市,9949900,,,
"2012",葫芦岛市,7193300,,,
"2013",葫芦岛市,7751100,,,
"2014",葫芦岛市,7215500,,,
"2015",葫芦岛市,7201700,,,
"2016",葫芦岛市,6473500,,,
"2017",葫芦岛市,7179000,,,
"2018",葫芦岛市,8127800,,,
"2019",葫芦岛市,8070000,,,
"2020",葫芦岛市,7700000,,,
"2021",葫芦岛市,8416600,,,
"2022",葫芦岛市,8706000,,,
"2012",长春市,40247000,,,
"2013",长春市,43877000,,,
"2014",长春市,47593000,,,
"2015",长春市,47738000,,,
"2016",长春市,50359000,,,
"2017",长春市,54323000,,,
"2018",长春市,56351100,,,
"2019",长春市,59041400,,,
"2020",长春市,66015900,,,
"2021",长春市,70646500,,,
"2022",长春市,67445600,,,
"2012",吉林市,24300668,,,
"2013",吉林市,26174061,,,
"2014",吉林市,23795605,,,
"2015",吉林市,23941860,,,
"2016",吉林市,24535091,,,
"2017",吉林市,22088526,,,
"2018",吉林市,22102386,,,
"2019",吉林市,14165563,,,
"2020",吉林市,14650000,,,
"2021",吉林市,15636000,,,
"2022",吉林市,15314000,,,
"2012",四平市,6340700,,,
"2013",四平市,6642800,,,
"2014",四平市,6791000,,,
"2015",四平市,6816000,,,
"2016",四平市,6876700,,,
"2017",四平市,7136400,,,
"2018",四平市,7367900,,,
"2019",四平市,7958800,,,
"2020",四平市,5236800,,,
"2021",四平市,5510200,,,
"2022",四平市,5817100,,,
"2012",辽源市,6051273,,,
"2013",辽源市,7003010,,,
"2014",辽源市,6903093,,,
"2015",辽源市,7266404,,,
"2016",辽源市,7652485,,,
"2017",辽源市,6686511,,,
"2018",辽源市,6216011,,,
"2019",辽源市,4103836,,,
"2020",辽源市,4299003,,,
"2021",辽源市,4634867,,,
"2022",辽源市,5010138,,,
"2012",通化市,8811200,,,
"2013",通化市,9382300,,,
"2014",通化市,10085000,,,
"2015",通化市,10012100,,,
"2016",通化市,9475900,,,
"2017",通化市,8361300,,,
"2018",通化市,8293000,,,
"2019",通化市,7258000,,,
"2020",通化市,5316900,,,
"2021",通化市,5679000,,,
"2022",通化市,5909000,,,
"2012",白山市,6430212,,,
"2013",白山市,6736447,,,
"2014",白山市,6752889,,,
"2015",白山市,6685521,,,
"2016",白山市,6966243,,,
"2017",白山市,6600610,,,
"2018",白山市,6617099,,,
"2019",白山市,5096629,,,
"2020",白山市,5094239,,,
"2021",白山市,5414054,,,
"2022",白山市,5417591,,,
"2012",松原市,16054206,,,
"2013",松原市,16504848,,,
"2014",松原市,15962932,,,
"2015",松原市,16373003,,,
"2016",松原市,16516898,,,
"2017",松原市,13725133,,,
"2018",松原市,13736009,,,
"2019",松原市,7297836,,,
"2020",松原市,7528833,,,
"2021",松原市,8177054,,,
"2022",松原市,8727451,,,
"2012",白城市,6155007,,,
"2013",白城市,6923486,,,
"2014",白城市,6861811,,,
"2015",白城市,6996822,,,
"2016",白城市,7001392,,,
"2017",白城市,6182796,,,
"2018",白城市,6065061,,,
"2019",白城市,4915546,,,
"2020",白城市,5101783,,,
"2021",白城市,5488325,,,
"2022",白城市,5748624,,,
"2012",哈尔滨市,31866000,,,
"2013",哈尔滨市,35411000,,,
"2014",哈尔滨市,37916000,,,
"2015",哈尔滨市,40653000,,,
"2016",哈尔滨市,43746000,,,
"2017",哈尔滨市,47172000,,,
"2018",哈尔滨市,50101000,,,
"2019",哈尔滨市,51294300,,,
"2020",哈尔滨市,51352200,,,
"2021",哈尔滨市,52925400,,,
"2022",哈尔滨市,54349300,,,
"2012",齐齐哈尔市,8424900,,,
"2013",齐齐哈尔市,8994500,,,
"2014",齐齐哈尔市,9390500,,,
"2015",齐齐哈尔市,9815800,,,
"2016",齐齐哈尔市,10381500,,,
"2017",齐齐哈尔市,10438300,,,
"2018",齐齐哈尔市,10522000,,,
"2019",齐齐哈尔市,11230300,,,
"2020",齐齐哈尔市,11861000,,,
"2021",齐齐哈尔市,12356200,,,
"2022",齐齐哈尔市,13181000,,,
"2012",鸡西市,5575600,,,
"2013",鸡西市,5397900,,,
"2014",鸡西市,5099800,,,
"2015",鸡西市,5010100,,,
"2016",鸡西市,5046100,,,
"2017",鸡西市,5085800,,,
"2018",鸡西市,5209600,,,
"2019",鸡西市,5528400,,,
"2020",鸡西市,5700800,,,
"2021",鸡西市,6149900,,,
"2022",鸡西市,6647100,,,
"2012",鹤岗市,3582400,,,
"2013",鹤岗市,3040000,,,
"2014",鹤岗市,2594600,,,
"2015",鹤岗市,2852000,,,
"2016",鹤岗市,2856200,,,
"2017",鹤岗市,3081600,,,
"2018",鹤岗市,3176400,,,
"2019",鹤岗市,3368200,,,
"2020",鹤岗市,3333800,,,
"2021",鹤岗市,3600300,,,
"2022",鹤岗市,4090000,,,
"2012",双鸭山市,5654300,,,
"2013",双鸭山市,5101000,,,
"2014",双鸭山市,4326800,,,
"2015",双鸭山市,3853600,,,
"2016",双鸭山市,3852500,,,
"2017",双鸭山市,4077600,,,
"2018",双鸭山市,4468200,,,
"2019",双鸭山市,4783100,,,
"2020",双鸭山市,4876200,,,
"2021",双鸭山市,5203600,,,
"2022",双鸭山市,5542000,,,
"2012",大庆市,40010700,,,
"2013",大庆市,41000500,,,
"2014",大庆市,40775100,,,
"2015",大庆市,23018300,,,
"2016",大庆市,20805000,,,
"2017",大庆市,22340900,,,
"2018",大庆市,25026400,,,
"2019",大庆市,25403400,,,
"2020",大庆市,22482700,,,
"2021",大庆市,26000900,,,
"2022",大庆市,29584000,,,
"2012",伊春市,2421900,,,
"2013",伊春市,2602100,,,
"2014",伊春市,2404800,,,
"2015",伊春市,2336900,,,
"2016",伊春市,2383100,,,
"2017",伊春市,2617900,,,
"2018",伊春市,2759600,,,
"2019",伊春市,2984800,,,
"2020",伊春市,2926500,,,
"2021",伊春市,3260200,,,
"2022",伊春市,3444000,,,
"2012",佳木斯市,6682900,,,
"2013",佳木斯市,7207500,,,
"2014",佳木斯市,7659800,,,
"2015",佳木斯市,6194000,,,
"2016",佳木斯市,6404800,,,
"2017",佳木斯市,7148500,,,
"2018",佳木斯市,7241100,,,
"2019",佳木斯市,7629100,,,
"2020",佳木斯市,8014800,,,
"2021",佳木斯市,8277700,,,
"2022",佳木斯市,8822000,,,
"2012",七台河市,2989100,,,
"2013",七台河市,2286100,,,
"2014",七台河市,2142600,,,
"2015",七台河市,1900900,,,
"2016",七台河市,1935400,,,
"2017",七台河市,2044200,,,
"2018",七台河市,2255400,,,
"2019",七台河市,2191200,,,
"2020",七台河市,2043700,,,
"2021",七台河市,2354800,,,
"2022",七台河市,2683000,,,
"2012",牡丹江市,5852200,,,
"2013",牡丹江市,6482500,,,
"2014",牡丹江市,6934400,,,
"2015",牡丹江市,7185100,,,
"2016",牡丹江市,7461200,,,
"2017",牡丹江市,7899600,,,
"2018",牡丹江市,7839300,,,
"2019",牡丹江市,8264200,,,
"2020",牡丹江市,8268100,,,
"2021",牡丹江市,8686100,,,
"2022",牡丹江市,9203200,,,
"2012",黑河市,3660800,,,
"2013",黑河市,3895200,,,
"2014",黑河市,4213600,,,
"2015",黑河市,4570300,,,
"2016",黑河市,4822900,,,
"2017",黑河市,5042500,,,
"2018",黑河市,5317700,,,
"2019",黑河市,5799500,,,
"2020",黑河市,6127600,,,
"2021",黑河市,6419500,,,
"2022",黑河市,6624000,,,
"2012",绥化市,10635400,,,
"2013",绥化市,11163400,,,
"2014",绥化市,11902500,,,
"2015",绥化市,9875000,,,
"2016",绥化市,10144000,,,
"2017",绥化市,10161800,,,
"2018",绥化市,10307400,,,
"2019",绥化市,11013700,,,
"2020",绥化市,11344400,,,
"2021",绥化市,11799100,,,
"2022",绥化市,12383000,,,
"2012",上海市,213055900,HNH,Shanghai-Nanjing-Hangzhou,core
"2013",上海市,232041200,HNH,Shanghai-Nanjing-Hangzhou,core
"2014",上海市,252697500,HNH,Shanghai-Nanjing-Hangzhou,core
"2015",上海市,268870200,HNH,Shanghai-Nanjing-Hangzhou,core
"2016",上海市,298870200,HNH,Shanghai-Nanjing-Hangzhou,core
"2017",上海市,329250100,HNH,Shanghai-Nanjing-Hangzhou,core
"2018",上海市,360118200,HNH,Shanghai-Nanjing-Hangzhou,core
"2019",上海市,379875500,HNH,Shanghai-Nanjing-Hangzhou,core
"2020",上海市,416038700,HNH,Shanghai-Nanjing-Hangzhou,core
"2021",上海市,470593700,HNH,Shanghai-Nanjing-Hangzhou,core
"2022",上海市,485944700,HNH,Shanghai-Nanjing-Hangzhou,core
"2012",南京市,73065400,HNH,Shanghai-Nanjing-Hangzhou,core
"2013",南京市,81994900,HNH,Shanghai-Nanjing-Hangzhou,core
"2014",南京市,89560500,HNH,Shanghai-Nanjing-Hangzhou,core
"2015",南京市,100157300,HNH,Shanghai-Nanjing-Hangzhou,core
"2016",南京市,108191400,HNH,Shanghai-Nanjing-Hangzhou,core
"2017",南京市,118940000,HNH,Shanghai-Nanjing-Hangzhou,core
"2018",南京市,130091700,HNH,Shanghai-Nanjing-Hangzhou,core
"2019",南京市,140451500,HNH,Shanghai-Nanjing-Hangzhou,core
"2020",南京市,147829500,HNH,Shanghai-Nanjing-Hangzhou,core
"2021",南京市,162901300,HNH,Shanghai-Nanjing-Hangzhou,core
"2022",南京市,167763200,HNH,Shanghai-Nanjing-Hangzhou,core
"2012",无锡市,74463700,HNH,Shanghai-Nanjing-Hangzhou,middle
"2013",无锡市,79198500,HNH,Shanghai-Nanjing-Hangzhou,middle
